site_gaw_id,year,month,day,hour,minute,second,year,month,day,hour,minute,second,value,value_unc,nvalue,latitude,longitude,altitude,elevation,intake_height,flask_no,ORG_QCflag,QCflag,instrument,measurement_method,scale
CGO,1990,5,1,0,0,0,-999,-9,-9,-9,-9,-9,307.939,0.782,324,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1990,6,1,0,0,0,-999,-9,-9,-9,-9,-9,308.099,0.694,265,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1990,7,1,0,0,0,-999,-9,-9,-9,-9,-9,308.33,0.669,219,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1990,8,1,0,0,0,-999,-9,-9,-9,-9,-9,308.17,1.053,222,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1990,9,1,0,0,0,-999,-9,-9,-9,-9,-9,308.649,1.121,272,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1990,10,1,0,0,0,-999,-9,-9,-9,-9,-9,308.648,0.962,277,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1990,11,1,0,0,0,-999,-9,-9,-9,-9,-9,308.849,1.071,275,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1990,12,1,0,0,0,-999,-9,-9,-9,-9,-9,308.719,1.052,347,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1991,1,1,0,0,0,-999,-9,-9,-9,-9,-9,308.591,0.771,236,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1991,2,1,0,0,0,-999,-9,-9,-9,-9,-9,308.61,0.575,282,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1991,3,1,0,0,0,-999,-9,-9,-9,-9,-9,308.604,0.926,116,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1991,4,1,0,0,0,-999,-9,-9,-9,-9,-9,308.544,0.821,294,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
CGO,1991,5,1,0,0,0,-999,-9,-9,-9,-9,-9,308.737,0.768,330,-40.68,144.69,-999.999,94,-999.999,-999.999,-999.999,1,1,1,17
